EID,R,Year
2-s2.0-39649100448,0,2007
2-s2.0-40549087340,0,2007
2-s2.0-84883117540,0,2007
2-s2.0-77958028314,0,2007
2-s2.0-84861320822,0,2007
2-s2.0-67650499709,0,2007
2-s2.0-84887945121,0,2007
2-s2.0-42149171251,1,2007
2-s2.0-72249104410,0,2007
2-s2.0-84858040051,0,2007
2-s2.0-46449114075,0,2007
2-s2.0-69249103774,0,2007
2-s2.0-38049174827,0,2007
2-s2.0-40849137820,1,2007
2-s2.0-79960058269,0,2007
2-s2.0-43049156503,0,2007
2-s2.0-34247248790,0,2007
2-s2.0-36549065624,0,2007
2-s2.0-35448998458,0,2007
2-s2.0-35948958596,0,2007
2-s2.0-35848929078,0,2007
2-s2.0-37249056458,0,2007
2-s2.0-80052598497,0,2007
2-s2.0-35548973987,0,2007
2-s2.0-80052598498,0,2007
2-s2.0-35648960875,0,2007
2-s2.0-34948874305,0,2007
2-s2.0-35549002826,0,2007
2-s2.0-35648997084,0,2007
2-s2.0-38549123387,1,2007
2-s2.0-38449114165,0,2007
2-s2.0-34948847055,0,2007
2-s2.0-34848837024,0,2007
2-s2.0-34548587780,0,2007
2-s2.0-34548738935,0,2007
2-s2.0-34548793093,0,2007
2-s2.0-34548803713,0,2007
2-s2.0-34748887918,0,2007
2-s2.0-34548200818,1,2007
2-s2.0-34748916575,0,2007
2-s2.0-36148983782,1,2007
2-s2.0-34250319770,0,2007
2-s2.0-34547933658,1,2007
2-s2.0-34547598256,0,2007
2-s2.0-34548656019,0,2007
2-s2.0-48249141096,0,2007
2-s2.0-42349090024,1,2007
2-s2.0-34547902902,1,2007
2-s2.0-34548019491,1,2007
2-s2.0-34547786729,0,2007
2-s2.0-34547679498,0,2007
2-s2.0-34748918858,0,2007
2-s2.0-34247134446,1,2007
2-s2.0-34547857754,0,2007
2-s2.0-34547925238,1,2007
2-s2.0-33847368229,1,2007
2-s2.0-34447508455,0,2007
2-s2.0-34249720042,1,2007
2-s2.0-34447273406,0,2007
2-s2.0-44449118563,0,2007
2-s2.0-34447513089,0,2007
2-s2.0-34547210636,0,2007
2-s2.0-34250657041,0,2007
2-s2.0-34547169931,0,2007
2-s2.0-34547664921,1,2007
2-s2.0-34447276728,0,2007
2-s2.0-34250334185,0,2007
2-s2.0-33846027145,1,2007
2-s2.0-77954012237,0,2007
2-s2.0-34447268942,0,2007
2-s2.0-33947380961,0,2007
2-s2.0-34547312268,0,2007
2-s2.0-35548937918,0,2007
2-s2.0-34249104797,1,2007
2-s2.0-34347359664,0,2007
2-s2.0-34347369825,0,2007
2-s2.0-33947363727,1,2007
2-s2.0-34247889903,0,2007
2-s2.0-34547916406,1,2007
2-s2.0-34249061398,1,2007
2-s2.0-34147137045,0,2007
2-s2.0-33947281497,0,2007
2-s2.0-33846201119,1,2007
2-s2.0-34250218207,0,2007
2-s2.0-34247382837,0,2007
2-s2.0-33947496436,0,2007
2-s2.0-33847696926,1,2007
2-s2.0-34248157740,0,2007
2-s2.0-34247855091,0,2007
2-s2.0-79051470647,0,2007
2-s2.0-33847380621,1,2007
2-s2.0-33846356036,0,2007
2-s2.0-33846821344,0,2007
2-s2.0-33846173343,0,2007
2-s2.0-33846847460,0,2007
2-s2.0-33847615641,0,2007
2-s2.0-33847754277,0,2007
2-s2.0-33846858650,1,2007
2-s2.0-33846477322,0,2007
2-s2.0-84901929010,0,2007
2-s2.0-33846305408,1,2007
2-s2.0-33845622058,0,2007
2-s2.0-37249073928,0,2007
2-s2.0-33947114782,1,2007
2-s2.0-84901832721,0,2007
2-s2.0-33845715907,0,2006
2-s2.0-33845702596,0,2006
2-s2.0-33845692977,0,2006
2-s2.0-33845603004,0,2006
2-s2.0-33845591396,0,2006
2-s2.0-33845529162,0,2006
2-s2.0-33845542064,0,2006
2-s2.0-33845442353,0,2006
2-s2.0-33751535218,0,2006
2-s2.0-34249073127,0,2006
2-s2.0-67650251279,0,2006
2-s2.0-34748905206,0,2006
2-s2.0-84865854842,0,2006
2-s2.0-77953881001,0,2006
2-s2.0-84857602857,0,2006
2-s2.0-33751513983,1,2006
2-s2.0-84867256719,0,2006
2-s2.0-84857731979,0,2006
2-s2.0-34250317381,0,2006
2-s2.0-34250714392,0,2006
2-s2.0-48149092299,0,2006
2-s2.0-67349260961,0,2006
2-s2.0-38449104868,0,2006
2-s2.0-33845909642,0,2006
2-s2.0-33845771189,0,2006
2-s2.0-33846344949,0,2006
2-s2.0-84857706094,0,2006
2-s2.0-34748845642,0,2006
2-s2.0-84857765306,0,2006
2-s2.0-84875634934,0,2006
2-s2.0-57749087609,0,2006
2-s2.0-34547398417,0,2006
2-s2.0-46149110787,0,2006
2-s2.0-33947698803,0,2006
2-s2.0-84882474405,0,2006
2-s2.0-56349171680,0,2006
2-s2.0-33947107390,0,2006
2-s2.0-79960957844,0,2006
2-s2.0-84886643566,0,2006
2-s2.0-34047135740,0,2006
2-s2.0-34248327510,0,2006
2-s2.0-46149113016,0,2006
2-s2.0-84900600775,0,2006
2-s2.0-55549138069,0,2006
2-s2.0-34748913563,0,2006
2-s2.0-33751232298,0,2006
2-s2.0-33751053049,0,2006
2-s2.0-33750986190,0,2006
2-s2.0-33748711820,0,2006
2-s2.0-33750470815,0,2006
2-s2.0-33750359693,1,2006
2-s2.0-33750685634,0,2006
2-s2.0-33846331705,0,2006
2-s2.0-33751438301,0,2006
2-s2.0-33947359922,0,2006
2-s2.0-33748084048,0,2006
2-s2.0-33750281800,0,2006
2-s2.0-33750233546,0,2006
2-s2.0-33750021690,0,2006
2-s2.0-33749642354,0,2006
2-s2.0-33750115645,0,2006
2-s2.0-33750087008,0,2006
2-s2.0-33749069884,0,2006
2-s2.0-33845683925,0,2006
2-s2.0-34249885125,0,2006
2-s2.0-33749503711,0,2006
2-s2.0-33749369460,1,2006
2-s2.0-33748797676,0,2006
2-s2.0-33748309131,0,2006
2-s2.0-33748707797,0,2006
2-s2.0-33748510159,0,2006
2-s2.0-33748442328,0,2006
2-s2.0-33746228608,0,2006
2-s2.0-33751009916,0,2006
2-s2.0-33748920723,0,2006
2-s2.0-33751530370,0,2006
2-s2.0-34250742651,0,2006
2-s2.0-33846314687,0,2006
2-s2.0-33747326870,1,2006
2-s2.0-33746812228,0,2006
2-s2.0-33747362293,0,2006
2-s2.0-33746263897,0,2006
2-s2.0-33746584378,0,2006
2-s2.0-33750549720,0,2006
2-s2.0-84867755023,0,2006
2-s2.0-33749609021,0,2006
2-s2.0-33745560226,0,2006
2-s2.0-33744982870,0,2006
2-s2.0-33746037188,0,2006
2-s2.0-33744781258,0,2006
2-s2.0-33744744086,0,2006
2-s2.0-33646720901,0,2006
2-s2.0-33748073076,0,2006
2-s2.0-33748963960,0,2006
2-s2.0-34247516385,0,2006
2-s2.0-33748694894,0,2006
2-s2.0-33646349230,1,2006
2-s2.0-33745808826,0,2006
2-s2.0-33646244732,0,2006
2-s2.0-33746102497,0,2006
2-s2.0-33645129938,0,2006
2-s2.0-32144433676,0,2006
2-s2.0-32644474191,0,2006
2-s2.0-29844443119,0,2006
2-s2.0-33645296815,0,2006
2-s2.0-84920632109,0,2006
2-s2.0-28744434528,0,2005
2-s2.0-33745764008,1,2005
2-s2.0-33847294329,0,2005
2-s2.0-84872587425,0,2005
2-s2.0-70450194495,0,2005
2-s2.0-84880515369,0,2005
2-s2.0-33745472143,0,2005
2-s2.0-33244475789,0,2005
2-s2.0-33646568433,0,2005
2-s2.0-33745470516,0,2005
2-s2.0-33847285070,0,2005
2-s2.0-49249109497,0,2005
2-s2.0-29744434518,0,2005
2-s2.0-33644517900,0,2005
2-s2.0-84857602357,0,2005
2-s2.0-33751208641,0,2005
2-s2.0-30744478930,0,2005
2-s2.0-37248999433,0,2005
2-s2.0-33746896993,0,2005
2-s2.0-33745509934,0,2005
2-s2.0-33646584488,0,2005
2-s2.0-33646542990,0,2005
2-s2.0-33646146489,1,2005
2-s2.0-33847331702,0,2005
2-s2.0-37249089690,0,2005
2-s2.0-33645010091,0,2005
2-s2.0-33745181967,0,2005
2-s2.0-33645663755,0,2005
2-s2.0-28444480687,0,2005
2-s2.0-27344447587,0,2005
2-s2.0-27144512307,0,2005
2-s2.0-28844493164,0,2005
2-s2.0-27644589259,0,2005
2-s2.0-27144489378,0,2005
2-s2.0-33745630943,0,2005
2-s2.0-26844575593,0,2005
2-s2.0-28844455715,0,2005
2-s2.0-28844476232,0,2005
2-s2.0-25844510858,0,2005
2-s2.0-25844447850,0,2005
2-s2.0-25844487827,0,2005
2-s2.0-29644435415,0,2005
2-s2.0-29644431769,0,2005
2-s2.0-26444511097,0,2005
2-s2.0-28844502043,0,2005
2-s2.0-28844464463,0,2005
2-s2.0-28844485343,0,2005
2-s2.0-28844450091,0,2005
2-s2.0-23844507554,0,2005
2-s2.0-23844549653,0,2005
2-s2.0-27844550761,0,2005
2-s2.0-28844457013,0,2005
2-s2.0-25144437093,0,2005
2-s2.0-24044472095,0,2005
2-s2.0-30344471218,0,2005
2-s2.0-27144448121,0,2005
2-s2.0-23944518070,0,2005
2-s2.0-23844530867,0,2005
2-s2.0-27144476122,0,2005
2-s2.0-27644592582,0,2005
2-s2.0-17944366710,1,2005
2-s2.0-27144526097,0,2005
2-s2.0-20344391185,0,2005
2-s2.0-19944425153,0,2005
2-s2.0-26944500592,0,2005
2-s2.0-20344406845,0,2005
2-s2.0-20444437999,0,2005
2-s2.0-20144366578,0,2005
2-s2.0-27744586386,0,2005
2-s2.0-27744551400,0,2005
2-s2.0-77954010863,0,2005
2-s2.0-27144482136,0,2005
2-s2.0-33749159346,0,2005
2-s2.0-33646577837,0,2005
2-s2.0-18144428386,0,2005
2-s2.0-18244372957,0,2005
2-s2.0-18144367007,0,2005
2-s2.0-10944254083,1,2005
2-s2.0-12344284936,0,2005
2-s2.0-18444371737,0,2005
2-s2.0-18444362085,0,2005
2-s2.0-18444374165,0,2005
2-s2.0-18044394204,0,2005
2-s2.0-18144379885,0,2005
2-s2.0-20344362390,0,2005
2-s2.0-18144430233,0,2005
2-s2.0-18044377978,0,2005
2-s2.0-18044386173,0,2005
2-s2.0-7044235937,1,2005
2-s2.0-16244382055,0,2005
2-s2.0-4444223992,0,2005
2-s2.0-19944431057,0,2005
2-s2.0-12744261752,1,2005
2-s2.0-19944431720,0,2005
2-s2.0-11444266839,1,2005
2-s2.0-4344585538,1,2005
2-s2.0-9644252654,0,2004
2-s2.0-22744438362,0,2004
2-s2.0-15944390607,0,2004
2-s2.0-14844292164,0,2004
2-s2.0-23844525942,0,2004
2-s2.0-23844481172,0,2004
2-s2.0-11144329649,0,2004
2-s2.0-28444477985,0,2004
2-s2.0-22744431900,0,2004
2-s2.0-23844485978,0,2004
2-s2.0-18644381501,0,2004
2-s2.0-10944257492,0,2004
2-s2.0-19844365000,0,2004
2-s2.0-20744438625,0,2004
2-s2.0-15944411381,0,2004
2-s2.0-16644371973,0,2004
2-s2.0-20344388048,0,2004
2-s2.0-84893484188,0,2004
2-s2.0-15944391653,0,2004
2-s2.0-23844511945,0,2004
2-s2.0-23844533018,0,2004
2-s2.0-14844344446,0,2004
2-s2.0-23844459661,0,2004
2-s2.0-74949137276,0,2004
2-s2.0-11944261028,0,2004
2-s2.0-23844473012,0,2004
2-s2.0-15944364397,0,2004
2-s2.0-8744255272,0,2004
2-s2.0-33845911978,0,2004
2-s2.0-9144238159,1,2004
2-s2.0-3343006475,0,2004
2-s2.0-80051545276,0,2004
2-s2.0-4644283093,0,2004
2-s2.0-17144394892,0,2004
2-s2.0-7044253596,0,2004
2-s2.0-80051549995,0,2004
2-s2.0-8344232310,0,2004
2-s2.0-11144235563,1,2004
2-s2.0-4444333695,0,2004
2-s2.0-80051550354,0,2004
2-s2.0-80051549190,0,2004
2-s2.0-3242767678,1,2004
2-s2.0-42749100935,0,2004
2-s2.0-45849155026,0,2004
2-s2.0-42749106420,0,2004
2-s2.0-3042623654,1,2004
2-s2.0-2542514761,0,2004
2-s2.0-3242773745,0,2004
2-s2.0-77953978563,0,2004
2-s2.0-10944261861,1,2004
2-s2.0-14844281935,0,2004
2-s2.0-2342584668,1,2004
2-s2.0-2342454370,1,2004
2-s2.0-37649029069,0,2004
2-s2.0-23144457860,0,2004
2-s2.0-1342346651,1,2004
2-s2.0-1842480237,1,2004
2-s2.0-1342283077,1,2004
2-s2.0-1642523454,0,2004
2-s2.0-1342326189,0,2004
2-s2.0-42749099994,0,2004
2-s2.0-1542576000,0,2004
2-s2.0-0742322295,1,2004
2-s2.0-1442357214,0,2004
2-s2.0-20444452463,0,2004
2-s2.0-84879683890,0,2003
2-s2.0-84879658563,0,2003
2-s2.0-2442481535,0,2003
2-s2.0-33747056520,0,2003
2-s2.0-0037299229,0,2003
2-s2.0-12444292107,0,2003
2-s2.0-1642476581,0,2003
2-s2.0-1042301936,0,2003
2-s2.0-0346076815,0,2003
2-s2.0-1342339597,0,2003
2-s2.0-4544250958,0,2003
2-s2.0-0347627782,0,2003
2-s2.0-1642436935,0,2003
2-s2.0-2442599045,0,2003
2-s2.0-12144291062,0,2003
2-s2.0-2342418801,0,2003
2-s2.0-0242500279,0,2003
2-s2.0-1642476331,0,2003
2-s2.0-0242657944,0,2003
2-s2.0-0242577256,0,2003
2-s2.0-0242300767,0,2003
2-s2.0-0346343067,1,2003
2-s2.0-0242579247,1,2003
2-s2.0-0141818978,0,2003
2-s2.0-0141525381,0,2003
2-s2.0-0742287387,0,2003
2-s2.0-0041302454,0,2003
2-s2.0-0038559883,1,2003
2-s2.0-0141426582,0,2003
2-s2.0-0041766771,0,2003
2-s2.0-0038376314,1,2003
2-s2.0-0346882858,0,2003
2-s2.0-0037507284,0,2003
2-s2.0-0345283252,0,2003
2-s2.0-0038378252,0,2003
2-s2.0-0038342841,0,2003
2-s2.0-0242330209,0,2003
2-s2.0-0345073638,0,2003
2-s2.0-0037299699,0,2003
2-s2.0-0242361290,0,2003
2-s2.0-0037718317,0,2003
2-s2.0-0346874059,0,2003
2-s2.0-79961017846,0,2002
2-s2.0-0036445859,1,2002
2-s2.0-2942674761,0,2002
2-s2.0-65849427237,0,2002
2-s2.0-0346035940,0,2002
2-s2.0-0036694768,0,2002
2-s2.0-4243940183,0,2002
2-s2.0-4244109876,0,2002
2-s2.0-0036939460,1,2002
2-s2.0-0036954509,0,2002
2-s2.0-33646604257,0,2002
2-s2.0-0036935214,1,2002
2-s2.0-0036941257,0,2002
2-s2.0-0036939470,1,2002
2-s2.0-2942689599,0,2002
2-s2.0-2242448018,0,2002
2-s2.0-0036876255,0,2002
2-s2.0-80051476683,0,2002
2-s2.0-0037109899,0,2002
2-s2.0-0036815813,0,2002
2-s2.0-0036708933,0,2002
2-s2.0-0036737443,0,2002
2-s2.0-0036047171,1,2002
2-s2.0-0036309084,0,2002
2-s2.0-4243865625,0,2002
2-s2.0-0037071681,0,2002
2-s2.0-0036600717,0,2002
2-s2.0-0036601126,0,2002
2-s2.0-0037071291,0,2002
2-s2.0-41349094507,0,2002
2-s2.0-0036564394,1,2002
2-s2.0-0036542861,0,2002
2-s2.0-41349092899,0,2002
2-s2.0-37649030228,0,2002
2-s2.0-0036166580,1,2002
2-s2.0-0036166388,1,2002
2-s2.0-0036452494,0,2002
2-s2.0-84904801750,0,2002
2-s2.0-45849155406,0,2001
2-s2.0-0035770312,1,2001
2-s2.0-0035730998,0,2001
2-s2.0-0035245147,0,2001
2-s2.0-0035651267,0,2001
2-s2.0-0042379768,1,2001
2-s2.0-0035327999,0,2001
2-s2.0-0035633990,1,2001
2-s2.0-33750645069,0,2001
2-s2.0-0035554906,0,2001
2-s2.0-0035606798,1,2001
2-s2.0-0035670196,1,2001
2-s2.0-0035670129,1,2001
2-s2.0-33748700425,0,2001
2-s2.0-0347383785,0,2001
2-s2.0-0035327969,0,2001
2-s2.0-0035633987,1,2001
2-s2.0-0035891150,0,2001
2-s2.0-0035851436,0,2001
2-s2.0-0035521833,1,2001
2-s2.0-0035473977,0,2001
2-s2.0-0035884650,0,2001
2-s2.0-0035442005,0,2001
2-s2.0-4043158066,0,2001
2-s2.0-0035876535,0,2001
2-s2.0-0035364750,0,2001
2-s2.0-0035031180,1,2001
2-s2.0-0035334609,0,2001
2-s2.0-0346510164,0,2001
2-s2.0-0035308393,1,2001
2-s2.0-0034999874,0,2001
2-s2.0-0035151642,1,2001
2-s2.0-0035010848,0,2001
2-s2.0-0009779351,0,2000
2-s2.0-4243800772,0,2000
2-s2.0-0034450294,0,2000
2-s2.0-0034465592,0,2000
2-s2.0-0034318879,0,2000
2-s2.0-0034687267,0,2000
2-s2.0-0034666920,0,2000
2-s2.0-0034618430,0,2000
2-s2.0-0000666074,0,2000
2-s2.0-0002010901,0,2000
2-s2.0-0034341716,0,2000
2-s2.0-0343674659,0,2000
2-s2.0-0034198294,0,2000
2-s2.0-0041655345,0,2000
2-s2.0-0033734063,0,2000
2-s2.0-4243227939,0,2000
2-s2.0-0003000719,0,2000
2-s2.0-0034158762,0,2000
2-s2.0-0342571713,0,2000
2-s2.0-0000141337,0,1999
2-s2.0-0041154258,0,1999
2-s2.0-0033492141,0,1999
2-s2.0-0012619045,0,1999
2-s2.0-0000255046,0,1999
2-s2.0-0032880926,0,1999
2-s2.0-0032975851,0,1999
2-s2.0-0033118485,0,1999
2-s2.0-0033080021,0,1999
2-s2.0-0345985762,0,1999
2-s2.0-0032628906,0,1999
2-s2.0-0032122702,0,1998
2-s2.0-0347264730,0,1998
2-s2.0-0001320956,0,1998
2-s2.0-0037484861,0,1998
2-s2.0-0032142525,0,1998
2-s2.0-0005524878,0,1998
2-s2.0-0031952306,0,1998
2-s2.0-0000709010,0,1997
2-s2.0-0030710804,0,1997
2-s2.0-0642314187,0,1997
2-s2.0-0031189983,0,1997
2-s2.0-0031164348,0,1997
2-s2.0-4243648614,0,1997
2-s2.0-0031272958,0,1997
2-s2.0-0031273594,0,1997
2-s2.0-9844253893,0,1997
2-s2.0-0001550382,0,1997
2-s2.0-6244285371,0,1997
2-s2.0-0031188959,0,1997
2-s2.0-0347646654,0,1997
2-s2.0-0031546946,0,1997
2-s2.0-17144475285,0,1997
2-s2.0-4243977961,0,1996
2-s2.0-0009542567,0,1996
2-s2.0-2742553044,0,1996
2-s2.0-0030300850,0,1996
2-s2.0-0030244972,0,1996
2-s2.0-0030465945,0,1996
2-s2.0-9544225106,0,1996
2-s2.0-0043096195,0,1996
2-s2.0-0344715106,0,1996
2-s2.0-0141648704,0,1996
2-s2.0-33749083966,0,1996
2-s2.0-65549170432,0,1996
2-s2.0-0029875749,0,1996
2-s2.0-0030087609,0,1996
2-s2.0-0030004618,0,1996
2-s2.0-25544439402,0,1995
2-s2.0-0004412838,0,1995
2-s2.0-33749111041,0,1995
2-s2.0-17044453022,0,1995
2-s2.0-0029229132,0,1995
2-s2.0-0029225931,0,1995
2-s2.0-0029389886,0,1995
2-s2.0-0000970244,0,1994
2-s2.0-0000627333,0,1994
2-s2.0-0028552180,0,1994
2-s2.0-4243310853,0,1994
2-s2.0-0028743291,0,1994
2-s2.0-0000181921,0,1994
2-s2.0-0028247085,0,1994
2-s2.0-0028212136,0,1994
2-s2.0-0000822027,0,1993
2-s2.0-0042452954,0,1993
2-s2.0-0001585057,0,1993
2-s2.0-51649140017,0,1993
2-s2.0-0027220014,0,1993
2-s2.0-0002090917,0,1993
2-s2.0-51249162167,0,1993
2-s2.0-0000101282,0,1992
2-s2.0-0001367393,0,1992
2-s2.0-0007433929,0,1992
2-s2.0-13044262077,0,1992
2-s2.0-0026679585,0,1992
2-s2.0-44049123357,0,1992
2-s2.0-0026715901,0,1992
2-s2.0-0026898248,0,1992
2-s2.0-0026268120,0,1991
2-s2.0-26144454173,0,1991
2-s2.0-4244204181,0,1991
2-s2.0-0001373620,0,1991
2-s2.0-7644225520,0,1990
2-s2.0-0041760481,0,1990
2-s2.0-0005098069,0,1990
2-s2.0-0038476773,0,1990
2-s2.0-0025199273,0,1990
2-s2.0-35949013236,0,1989
2-s2.0-0041324989,0,1989
2-s2.0-2842593285,0,1989
2-s2.0-0005247409,0,1989
2-s2.0-0024829247,0,1989
2-s2.0-24344495074,0,1988
2-s2.0-0024111462,0,1988
2-s2.0-35949010716,0,1987
2-s2.0-35949010657,0,1987
2-s2.0-45949123822,0,1987
2-s2.0-0023039404,0,1986
2-s2.0-0022931917,0,1986
2-s2.0-26144445688,0,1985
2-s2.0-35949025851,0,1985
2-s2.0-51249176581,0,1985
2-s2.0-0021318688,0,1984
2-s2.0-0021564748,0,1984
2-s2.0-0040389459,0,1983
2-s2.0-51249181436,0,1983
2-s2.0-35949023755,0,1980
2-s2.0-34250251177,0,1980
2-s2.0-0018998732,0,1980
2-s2.0-51649170244,0,1979
2-s2.0-4043114807,0,1979
2-s2.0-49349124994,0,1978
2-s2.0-0017076566,0,1976
2-s2.0-35949043769,0,1973
